Time,Displacement,Force
"2.5600","0.0414","1.1862"
"2.5800","0.0417","1.1470"
"2.6000","0.0420","1.1229"
"2.6200","0.0422","1.0821"
"2.6400","0.0425","1.1573"
"2.6600","0.0429","1.2209"
"2.6800","0.0434","1.1932"
"2.7000","0.0438","1.1767"
"2.7200","0.0443","1.1646"
"2.7400","0.0446","1.2049"
"2.7600","0.0448","1.2592"
"2.7800","0.0451","1.2701"
"2.8000","0.0453","1.1994"
"2.8200","0.0456","1.1496"
"2.8400","0.0459","1.1146"
"2.8600","0.0463","1.1781"
"2.8800","0.0466","1.1949"
"2.9000","0.0470","1.2309"
"2.9200","0.0474","1.2210"
"2.9400","0.0477","1.1095"
"2.9600","0.0480","1.1685"
"2.9800","0.0483","1.2162"
"3.0000","0.0487","1.2290"
"3.0200","0.0491","1.2398"
"3.0400","0.0496","1.2356"
"3.0600","0.0499","1.1741"
"3.0800","0.0502","1.1411"
"3.1000","0.0505","1.1815"
"3.1200","0.0507","1.2122"
"3.1400","0.0510","1.1872"
"3.1600","0.0513","1.2236"
"3.1800","0.0516","1.2630"
"3.2000","0.0520","1.2549"
"3.2200","0.0524","1.2706"
"3.2400","0.0528","1.2503"
"3.2600","0.0531","1.2704"
"3.2800","0.0533","1.2808"
"3.3000","0.0536","1.2335"
"3.3200","0.0539","1.1833"
"3.3400","0.0542","1.1611"
"3.3600","0.0547","1.2158"
"3.3800","0.0551","1.2029"
"3.4000","0.0556","1.2535"
"3.4200","0.0560","1.2916"
"3.4400","0.0562","1.2717"
"3.4600","0.0565","1.2190"
"3.4800","0.0567","1.2052"
"3.5000","0.0569","1.2549"
"3.5200","0.0572","1.2656"
"3.5400","0.0576","1.1658"
"3.5600","0.0580","1.1550"
"3.5800","0.0583","1.1248"
"3.6000","0.0587","0.9893"
"3.6200","0.0590","1.0508"
"3.6400","0.0593","1.0229"
"3.6600","0.0596","1.0443"
"3.6800","0.0600","1.1345"
"3.7000","0.0604","1.1447"
"3.7200","0.0608","1.1254"
"3.7400","0.0612","1.2250"
"3.7600","0.0616","1.2074"
"3.7800","0.0618","1.0120"
"3.8000","0.0621","0.9846"
"3.8200","0.0623","0.9911"
"3.8400","0.0626","1.0983"
"3.8600","0.0629","1.1403"
"3.8800","0.0633","1.1339"
"3.9000","0.0637","1.1894"
"3.9200","0.0641","1.1984"
"3.9400","0.0644","1.1313"
"3.9600","0.0647","1.0780"
"3.9800","0.0649","1.1486"
"4.0000","0.0652","1.2804"
"4.0200","0.0655","1.2738"
"4.0400","0.0659","1.2577"
"4.0600","0.0664","1.2581"
"4.0800","0.0668","1.3509"
"4.1000","0.0673","1.3685"
"4.1200","0.0676","1.3164"
"4.1400","0.0679","1.3704"
"4.1600","0.0681","1.3686"
"4.1800","0.0683","1.2756"
"4.2000","0.0686","1.3227"
"4.2200","0.0689","1.4136"
"4.2400","0.0693","1.4246"
"4.2600","0.0697","1.3338"
"4.2800","0.0700","1.2816"
"4.3000","0.0704","1.4352"
"4.3200","0.0707","1.4723"
"4.3400","0.0710","1.4534"
"4.3600","0.0713","1.4538"
"4.3800","0.0717","1.3697"
"4.4000","0.0722","1.4095"
"4.4200","0.0726","1.4776"
"4.4400","0.0729","1.4743"
"4.4600","0.0732","1.3748"
"4.4800","0.0734","1.3919"
"4.5000","0.0737","1.4619"
"4.5200","0.0739","1.5062"
"4.5400","0.0743","1.5014"
"4.5600","0.0746","1.5344"
"4.5800","0.0750","1.5379"
"4.6000","0.0754","1.5192"
"4.6200","0.0758","1.4376"
"4.6400","0.0761","1.4526"
"4.6600","0.0763","1.4983"
"4.6800","0.0766","1.4887"
"4.7000","0.0769","1.5064"
"4.7200","0.0772","1.5393"
"4.7400","0.0777","1.6119"
"4.7600","0.0781","1.6180"
"4.7800","0.0786","1.6128"
"4.8000","0.0790","1.6810"
"4.8200","0.0793","1.6898"
"4.8400","0.0795","1.6585"
"4.8600","0.0797","1.6457"
"4.8800","0.0800","1.5464"
"4.9000","0.0803","1.5478"
"4.9200","0.0806","1.6464"
"4.9400","0.0810","1.6879"
"4.9600","0.0814","1.6891"
"4.9800","0.0817","1.5783"
"5.0000","0.0821","1.5856"
"5.0200","0.0824","1.6634"
"5.0400","0.0827","1.6031"
"5.0600","0.0830","1.5851"
"5.0800","0.0834","1.5800"
"5.1000","0.0838","1.5860"
"5.1200","0.0842","1.6919"
"5.1400","0.0845","1.7504"
"5.1600","0.0848","1.7646"
"5.1800","0.0850","1.6981"
"5.2000","0.0853","1.6180"
"5.2200","0.0856","1.6586"
"5.2400","0.0859","1.6939"
"5.2600","0.0863","1.6211"
"5.2800","0.0867","1.6567"
"5.3000","0.0871","1.7377"
"5.3200","0.0874","1.7746"
"5.3400","0.0877","1.7217"
"5.3600","0.0880","1.7194"
"5.3800","0.0882","1.7692"
"5.4000","0.0885","1.7471"
"5.4200","0.0889","1.7310"
"5.4400","0.0894","1.7432"
"5.4600","0.0899","1.8077"
"5.4800","0.0903","1.9067"
"5.5000","0.0906","1.8610"
"5.5200","0.0909","1.8840"
"5.5400","0.0911","1.8519"
"5.5600","0.0913","1.7843"
"5.5800","0.0916","1.7529"
"5.6000","0.0919","1.7981"
"5.6200","0.0923","1.7977"
"5.6400","0.0927","1.7774"
"5.6600","0.0930","1.8487"
"5.6800","0.0934","1.8756"
"5.7000","0.0937","1.8456"
"5.7200","0.0940","1.8695"
"5.7400","0.0944","1.8072"
"5.7600","0.0948","1.8076"
"5.7800","0.0952","1.8571"
"5.8000","0.0956","1.8310"
"5.8200","0.0959","1.8387"
"5.8400","0.0962","1.8467"
"5.8600","0.0964","1.8758"
"5.8800","0.0967","1.9102"
"5.9000","0.0970","1.9712"
"5.9200","0.0973","2.0009"
"5.9400","0.0977","1.9545"
"5.9600","0.0981","1.9609"
"5.9800","0.0984","1.9872"
"6.0000","0.0988","1.9574"
"6.0200","0.0991","1.9697"
"6.0400","0.0994","1.9992"
"6.0600","0.0996","1.9591"
"6.0800","0.0999","1.9792"
"6.1000","0.1003","1.9972"
"6.1200","0.1007","2.0218"
"6.1400","0.1011","1.9513"
"6.1600","0.1016","1.9184"
"6.1800","0.1020","1.9436"
"6.2000","0.1022","1.9781"
"6.2200","0.1025","1.8404"
"6.2400","0.1027","1.8604"
"6.2600","0.1030","2.0166"
"6.2800","0.1033","2.0946"
"6.3000","0.1036","2.1062"
"6.3200","0.1040","2.1071"
"6.3400","0.1044","2.0669"
"6.3600","0.1047","2.0014"
"6.3800","0.1050","2.0259"
"6.4000","0.1054","2.0108"
"6.4200","0.1057","2.0781"
"6.4400","0.1060","2.0735"
"6.4600","0.1064","2.0930"
"6.4800","0.1068","2.1755"
"6.5000","0.1072","2.2415"
"6.5200","0.1075","2.2652"
"6.5400","0.1078","2.1869"
"6.5600","0.1080","2.2246"
"6.5800","0.1083","2.2132"
"6.6000","0.1085","2.2435"
"6.6200","0.1089","2.1815"
"6.6400","0.1092","2.1452"
"6.6600","0.1096","2.1491"
"6.6800","0.1100","2.1772"
"6.7000","0.1104","2.1626"
"6.7200","0.1106","2.1673"
"6.7400","0.1109","2.1335"
"6.7600","0.1112","2.1815"
"6.7800","0.1115","2.2020"
"6.8000","0.1119","2.1593"
"6.8200","0.1124","2.1397"
"6.8400","0.1128","2.2080"
"6.8600","0.1133","2.2403"
"6.8800","0.1136","2.2560"
"6.9000","0.1138","2.1772"
"6.9200","0.1141","2.2632"
"6.9400","0.1143","2.3300"
"6.9600","0.1146","2.3127"
"6.9800","0.1149","2.3225"
"7.0000","0.1153","2.2577"
"7.0200","0.1157","2.3408"
"7.0400","0.1161","2.3565"
"7.0600","0.1164","2.3024"
"7.0800","0.1168","2.3564"
"7.1000","0.1171","2.3349"
"7.1200","0.1174","2.3624"
"7.1400","0.1178","2.4014"
"7.1600","0.1182","2.3630"
"7.1800","0.1186","2.3692"
"7.2000","0.1189","2.4087"
"7.2200","0.1192","2.4060"
"7.2400","0.1194","2.4208"
"7.2600","0.1197","2.4860"
"7.2800","0.1199","2.4608"
"7.3000","0.1203","2.3455"
"7.3200","0.1206","2.3417"
"7.3400","0.1210","2.3638"
"7.3600","0.1214","2.4559"
"7.3800","0.1217","2.4019"
"7.4000","0.1220","2.4058"
"7.4200","0.1223","2.4267"
"7.4400","0.1226","2.3719"
"7.4600","0.1229","2.4321"
"7.4800","0.1233","2.4936"
"7.5000","0.1237","2.5201"
"7.5200","0.1241","2.4999"
"7.5400","0.1246","2.4939"
"7.5600","0.1249","2.4669"
"7.5800","0.1252","2.5296"
"7.6000","0.1254","2.5549"
"7.6200","0.1257","2.5880"
"7.6400","0.1259","2.5586"
"7.6600","0.1263","2.5018"
"7.6800","0.1266","2.4323"
"7.7000","0.1270","2.4937"
"7.7200","0.1274","2.5179"
"7.7400","0.1277","2.5771"
"7.7600","0.1280","2.6489"
"7.7800","0.1283","2.5904"
"7.8000","0.1287","2.6035"
"7.8200","0.1290","2.6304"
"7.8400","0.1294","2.6232"
"7.8600","0.1298","2.6125"
"7.8800","0.1302","2.6528"
"7.9000","0.1305","2.6977"
"7.9200","0.1307","2.6695"
"7.9400","0.1310","2.6928"
"7.9600","0.1313","2.6532"
"7.9800","0.1315","2.6695"
"8.0000","0.1319","2.7033"
"8.0200","0.1323","2.6633"
"8.0400","0.1326","2.5923"
"8.0600","0.1330","2.5838"
"8.0800","0.1334","2.6134"
"8.1000","0.1337","2.7045"
"8.1200","0.1339","2.7231"
"8.1400","0.1342","2.6626"
"8.1600","0.1346","2.5879"
"8.1800","0.1350","2.6235"
"8.2000","0.1355","2.7145"
"8.2200","0.1359","2.7060"
"8.2400","0.1363","2.7442"
"8.2600","0.1366","2.7588"
"8.2800","0.1368","2.8222"
"8.3000","0.1370","2.7992"
"8.3200","0.1373","2.7636"
"8.3400","0.1376","2.7721"
"8.3600","0.1379","2.7791"
"8.3800","0.1383","2.7898"
"8.4000","0.1387","2.6948"
"8.4200","0.1391","2.7279"
"8.4400","0.1394","2.8347"
"8.4600","0.1397","2.8620"
"8.4800","0.1401","2.8537"
"8.5000","0.1404","2.7946"
"8.5200","0.1408","2.8384"
"8.5400","0.1412","2.8893"
"8.5600","0.1416","2.8759"
"8.5800","0.1419","2.8891"
"8.6000","0.1421","2.9650"
"8.6200","0.1424","2.9033"
"8.6400","0.1427","2.8375"
"8.6600","0.1429","2.8689"
"8.6800","0.1433","2.8873"
"8.7000","0.1436","2.8428"
"8.7200","0.1440","2.8218"
"8.7400","0.1444","2.8145"
"8.7600","0.1447","2.8462"
"8.7800","0.1450","2.9418"
"8.8000","0.1453","2.9870"
"8.8200","0.1456","2.9194"
"8.8400","0.1459","2.9461"
"8.8600","0.1463","2.9766"
"8.8800","0.1467","2.9699"
"8.9000","0.1472","2.8930"
"8.9200","0.1477","2.9205"
"8.9400","0.1480","2.9784"
"8.9600","0.1482","3.0550"
"8.9800","0.1484","2.9909"
"9.0000","0.1486","2.9639"
"9.0200","0.1489","3.0099"
"9.0400","0.1493","2.9125"
"9.0600","0.1496","2.9541"
"9.0800","0.1501","2.9548"
"9.1000","0.1504","3.0431"
"9.1200","0.1508","2.9897"
"9.1400","0.1511","2.9474"
"9.1600","0.1514","3.0744"
"9.1800","0.1517","3.0881"
"9.2000","0.1521","3.0206"
"9.2200","0.1525","2.9999"
"9.2400","0.1529","3.1442"
"9.2600","0.1532","3.1454"
"9.2800","0.1535","3.0370"
"9.3000","0.1537","3.0925"
"9.3200","0.1540","3.1028"
"9.3400","0.1543","3.1194"
"9.3600","0.1546","3.2250"
"9.3800","0.1549","3.2162"
"9.4000","0.1553","3.2501"
"9.4200","0.1557","3.3091"
"9.4400","0.1561","3.2791"
"9.4600","0.1564","3.2619"
"9.4800","0.1566","3.1641"
"9.5000","0.1569","3.2307"
"9.5200","0.1572","3.2804"
"9.5400","0.1576","3.2694"
"9.5600","0.1580","3.2870"
"9.5800","0.1585","3.2757"
"9.6000","0.1590","3.2127"
"9.6200","0.1593","3.1849"
"9.6400","0.1596","3.1528"
"9.6600","0.1598","3.1667"
"9.6800","0.1600","3.2066"
"9.7000","0.1603","3.3341"
"9.7200","0.1606","3.3758"
"9.7400","0.1610","3.3520"
"9.7600","0.1614","3.2965"
"9.7800","0.1618","3.3301"
"9.8000","0.1621","3.3898"
"9.8200","0.1625","3.3834"
"9.8400","0.1628","3.3675"
"9.8600","0.1631","3.3233"
"9.8800","0.1634","3.3598"
"9.9000","0.1638","3.4330"
"9.9200","0.1642","3.3710"
"9.9400","0.1645","3.2862"
"9.9600","0.1648","3.3068"
"9.9800","0.1651","3.4610"
"10.0000","0.1654","3.5456"
"10.0200","0.1656","3.4913"
"10.0400","0.1659","3.4234"
"10.0600","0.1662","3.4149"
"10.0800","0.1666","3.4555"
"10.1000","0.1670","3.4715"
"10.1200","0.1674","3.5215"
"10.1400","0.1677","3.5240"
"10.1600","0.1680","3.5213"
"10.1800","0.1682","3.5475"
"10.2000","0.1685","3.4723"
"10.2200","0.1688","3.4963"
"10.2400","0.1692","3.5574"
"10.2600","0.1697","3.5647"
"10.2800","0.1702","3.5493"
"10.3000","0.1706","3.4532"
"10.3200","0.1710","3.5220"
"10.3400","0.1712","3.5675"
"10.3600","0.1714","3.6217"
"10.3800","0.1717","3.6376"
"10.4000","0.1719","3.6190"
"10.4200","0.1723","3.6541"
"10.4400","0.1726","3.6434"
"10.4600","0.1730","3.6373"
"10.4800","0.1734","3.6631"
"10.5000","0.1737","3.6592"
"10.5200","0.1741","3.7326"
"10.5400","0.1744","3.7538"
"10.5600","0.1747","3.7234"
"10.5800","0.1751","3.7680"
"10.6000","0.1755","3.7570"
"10.6200","0.1758","3.7625"
"10.6400","0.1762","3.7975"
"10.6600","0.1765","3.7522"
"10.6800","0.1767","3.7171"
"10.7000","0.1770","3.7423"
"10.7200","0.1773","3.7557"
"10.7400","0.1776","3.7633"
"10.7600","0.1779","3.8639"
"10.7800","0.1783","3.8663"
"10.8000","0.1787","3.8421"
"10.8200","0.1791","3.7754"
"10.8400","0.1794","3.7885"
"10.8600","0.1796","3.8081"
"10.8800","0.1799","3.8105"
"10.9000","0.1802","3.7440"
"10.9200","0.1806","3.8082"
"10.9400","0.1810","3.8599"
"10.9600","0.1814","3.8590"
"10.9800","0.1819","3.9225"
"11.0000","0.1823","3.9577"
"11.0200","0.1826","3.9142"
"11.0400","0.1828","3.8705"
"11.0600","0.1830","3.9219"
"11.0800","0.1833","3.9929"
"11.1000","0.1836","4.0332"
"11.1200","0.1839","4.0020"
"11.1400","0.1843","3.9726"
"11.1600","0.1847","3.9554"
"11.1800","0.1851","3.9503"
"11.2000","0.1854","4.0372"
"11.2200","0.1857","4.0422"
"11.2400","0.1860","3.9858"
"11.2600","0.1864","3.9584"
"11.2800","0.1868","3.9999"
"11.3000","0.1872","4.0493"
"11.3200","0.1876","4.1128"
"11.3400","0.1879","4.0756"
"11.3600","0.1882","4.0274"
"11.3800","0.1884","4.0587"
"11.4000","0.1887","4.0609"
"11.4200","0.1890","4.1006"
"11.4400","0.1893","4.1508"
"11.4600","0.1896","4.1976"
"11.4800","0.1900","4.2133"
"11.5000","0.1904","4.2195"
"11.5200","0.1907","4.1750"
"11.5400","0.1910","4.2152"
"11.5600","0.1913","4.2480"
"11.5800","0.1915","4.3127"
"11.6000","0.1919","4.2587"
"11.6200","0.1923","4.1673"
"11.6400","0.1927","4.1378"
"11.6600","0.1932","4.1874"
"11.6800","0.1936","4.2221"
"11.7000","0.1939","4.1888"
"11.7200","0.1941","4.2481"
"11.7400","0.1943","4.3190"
"11.7600","0.1946","4.3319"
"11.7800","0.1949","4.3106"
"11.8000","0.1953","4.2613"
"11.8200","0.1956","4.2026"
"11.8400","0.1960","4.2283"
"11.8600","0.1964","4.2109"
"11.8800","0.1967","4.3312"
"11.9000","0.1970","4.3513"
"11.9200","0.1973","4.3066"
"11.9400","0.1977","4.3217"
"11.9600","0.1981","4.3036"
"11.9800","0.1985","4.3196"
"12.0000","0.1989","4.3720"
"12.0200","0.1992","4.3753"
"12.0400","0.1995","4.4439"
"12.0600","0.1997","4.4428"
"12.0800","0.2000","4.5083"
"12.1000","0.2003","4.4379"
"12.1200","0.2006","4.4139"
"12.1400","0.2010","4.4482"
"12.1600","0.2014","4.4158"
"12.1800","0.2017","4.4091"
"12.2000","0.2021","4.5342"
"12.2200","0.2024","4.5173"
"12.2400","0.2026","4.5416"
"12.2600","0.2029","4.5868"
"12.2800","0.2033","4.5438"
"12.3000","0.2036","4.4836"
"12.3200","0.2041","4.4428"
"12.3400","0.2046","4.5327"
"12.3600","0.2050","4.5616"
"12.3800","0.2053","4.5568"
"12.4000","0.2056","4.5785"
"12.4200","0.2058","4.5515"
"12.4400","0.2060","4.6221"
"12.4600","0.2063","4.5977"
"12.4800","0.2067","4.5948"
"12.5000","0.2070","4.6967"
"12.5200","0.2074","4.7123"
"12.5400","0.2078","4.6684"
"12.5600","0.2081","4.6795"
"12.5800","0.2084","4.6536"
"12.6000","0.2087","4.6723"
"12.6200","0.2090","4.6696"
"12.6400","0.2094","4.6855"
"12.6600","0.2098","4.7496"
"12.6800","0.2102","4.7126"
"12.7000","0.2106","4.6157"
"12.7200","0.2109","4.6257"
"12.7400","0.2111","4.7396"
"12.7600","0.2114","4.7227"
"12.7800","0.2116","4.7049"
"12.8000","0.2119","4.7116"
"12.8200","0.2123","4.7300"
"12.8400","0.2127","4.7507"
"12.8600","0.2130","4.7508"
"12.8800","0.2134","4.8267"
"12.9000","0.2137","4.8595"
"12.9200","0.2140","4.7446"
"12.9400","0.2142","4.7958"
"12.9600","0.2145","4.8343"
"12.9800","0.2148","4.7283"
"13.0000","0.2153","4.6840"
"13.0200","0.2157","4.6956"
"13.0400","0.2162","4.7802"
"13.0600","0.2166","4.8012"
"13.0800","0.2169","4.8357"
"13.1000","0.2171","4.8716"
"13.1200","0.2174","4.8710"
"13.1400","0.2176","4.8529"
"13.1600","0.2180","4.8446"
"13.1800","0.2183","4.8846"
"13.2000","0.2187","4.8928"
"13.2200","0.2191","4.8569"
"13.2400","0.2194","4.8323"
"13.2600","0.2197","4.8536"
"13.2800","0.2200","4.9499"
"13.3000","0.2203","5.0527"
"13.3200","0.2207","5.0244"
"13.3400","0.2211","4.9895"
"13.3600","0.2215","4.9309"
"13.3800","0.2219","4.9709"
"13.4000","0.2222","4.9816"
"13.4200","0.2225","4.9062"
"13.4400","0.2228","4.9599"
"13.4600","0.2230","4.9900"
"13.4800","0.2233","4.9028"
"13.5000","0.2236","4.9129"
"13.5200","0.2240","4.9443"
"13.5400","0.2244","4.9682"
"13.5600","0.2248","4.9306"
"13.5800","0.2251","4.9428"
"13.6000","0.2254","4.9509"
"13.6200","0.2256","4.9913"
"13.6400","0.2259","5.0424"
"13.6600","0.2262","4.9973"
"13.6800","0.2266","4.9160"
"13.7000","0.2270","4.9739"
"13.7200","0.2275","5.1489"
"13.7400","0.2279","5.1370"
"13.7600","0.2282","5.1314"
"13.7800","0.2285","5.1152"
"13.8000","0.2287","5.1073"
"13.8200","0.2290","5.1240"
"13.8400","0.2293","5.0336"
"13.8600","0.2296","5.0555"
"13.8800","0.2300","5.1752"
"13.9000","0.2304","5.2810"
"13.9200","0.2307","5.2911"
"13.9400","0.2311","5.2244"
"13.9600","0.2314","5.2394"
"13.9800","0.2317","5.2402"
"14.0000","0.2320","5.2112"
"14.0200","0.2324","5.2099"
"14.0400","0.2328","5.2453"
"14.0600","0.2332","5.1988"
"14.0800","0.2336","5.1521"
"14.1000","0.2339","5.2482"
"14.1200","0.2341","5.2881"
"14.1400","0.2344","5.2923"
"14.1600","0.2346","5.3203"
"14.1800","0.2350","5.3642"
"14.2000","0.2353","5.3988"
"14.2200","0.2357","5.4379"
"14.2400","0.2361","5.3634"
"14.2600","0.2364","5.3346"
"14.2800","0.2367","5.3800"
"14.3000","0.2370","5.3521"
"14.3200","0.2372","5.3001"
"14.3400","0.2375","5.2733"
"14.3600","0.2379","5.3924"
"14.3800","0.2383","5.4186"
"14.4000","0.2388","5.4090"
"14.4200","0.2392","5.4347"
"14.4400","0.2396","5.4439"
"14.4600","0.2399","5.3223"
"14.4800","0.2401","5.2036"
"14.5000","0.2403","5.2804"
"14.5200","0.2406","5.4775"
"14.5400","0.2409","5.4851"
"14.5600","0.2413","5.4250"
"14.5800","0.2417","5.4798"
"14.6000","0.2420","5.4811"
"14.6200","0.2424","5.4428"
"14.6400","0.2427","5.3453"
"14.6600","0.2430","5.3065"
"14.6800","0.2433","5.4326"
"14.7000","0.2437","5.4643"
"14.7200","0.2441","5.4437"
"14.7400","0.2445","5.4481"
"14.7600","0.2449","5.4857"
"14.7800","0.2452","5.4605"
"14.8000","0.2455","5.4352"
"14.8200","0.2457","5.4810"
"14.8400","0.2460","5.5037"
"14.8600","0.2463","5.4961"
"14.8800","0.2466","5.4722"
"14.9000","0.2470","5.4514"
"14.9200","0.2474","5.4341"
"14.9400","0.2478","5.4647"
"14.9600","0.2481","5.4833"
"14.9800","0.2484","5.4874"
"15.0000","0.2486","5.5661"
"15.0200","0.2489","5.6251"
"15.0400","0.2492","5.6248"
"15.0600","0.2496","5.5635"
"15.0800","0.2500","5.5171"
"15.1000","0.2505","5.5129"
"15.1200","0.2509","5.5768"
"15.1400","0.2512","5.5959"
"15.1600","0.2515","5.5065"
"15.1800","0.2517","5.6038"
"15.2000","0.2519","5.6379"
"15.2200","0.2522","5.6328"
"15.2400","0.2526","5.5434"
"15.2600","0.2530","5.4994"
"15.2800","0.2533","5.5120"
"15.3000","0.2537","5.5588"
"15.3200","0.2541","5.6521"
"15.3400","0.2544","5.6384"
"15.3600","0.2547","5.6170"
"15.3800","0.2550","5.5957"
"15.4000","0.2554","5.6484"
"15.4200","0.2558","5.6508"
"15.4400","0.2562","5.6200"
"15.4600","0.2566","5.5960"
"15.4800","0.2568","5.5972"
"15.5000","0.2571","5.5855"
"15.5200","0.2573","5.6242"
"15.5400","0.2576","5.5809"
"15.5600","0.2579","5.6773"
"15.5800","0.2583","5.7131"
"15.6000","0.2587","5.6497"
"15.6200","0.2591","5.6304"
"15.6400","0.2594","5.6343"
"15.6600","0.2597","5.6188"
"15.6800","0.2600","5.6311"
"15.7000","0.2603","5.6487"
"15.7200","0.2606","5.6352"
"15.7400","0.2609","5.6219"
"15.7600","0.2613","5.6562"
"15.7800","0.2618","5.6613"
"15.8000","0.2622","5.6148"
"15.8200","0.2626","5.6508"
"15.8400","0.2629","5.7076"
"15.8600","0.2631","5.7390"
"15.8800","0.2634","5.6975"
"15.9000","0.2636","5.6867"
"15.9200","0.2639","5.6321"
"15.9400","0.2643","5.6451"
"15.9600","0.2647","5.7303"
"15.9800","0.2651","5.6877"
"16.0000","0.2654","5.6293"
"16.0200","0.2657","5.6604"
"16.0400","0.2660","5.6498"
"16.0600","0.2663","5.6663"
"16.0800","0.2667","5.6991"
"16.1000","0.2671","5.6463"
"16.1200","0.2676","5.6587"
"16.1400","0.2679","5.6724"
"16.1600","0.2682","5.7068"
"16.1800","0.2685","5.7500"
"16.2000","0.2687","5.7930"
"16.2200","0.2690","5.7466"
"16.2400","0.2693","5.7490"
"16.2600","0.2696","5.8040"
"16.2800","0.2700","5.8767"
"16.3000","0.2704","5.7835"
"16.3200","0.2708","5.8124"
"16.3400","0.2711","5.8019"
"16.3600","0.2714","5.7594"
"16.3800","0.2716","5.7446"
"16.4000","0.2719","5.8331"
