Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0060"
"0.0200","0.0000","0.0706"
"0.0400","0.0000","0.1469"
"0.0600","0.0001","0.1341"
"0.0800","0.0002","-0.0318"
"0.1000","0.0004","-0.0222"
"0.1200","0.0005","0.1225"
"0.1400","0.0004","0.0611"
"0.1600","0.0005","-0.0739"
"0.1800","0.0006","-0.0238"
"0.2000","0.0008","0.0169"
"0.2200","0.0012","0.0413"
"0.2400","0.0016","0.1426"
"0.2600","0.0021","0.1311"
"0.2800","0.0026","0.0890"
"0.3000","0.0030","0.1399"
"0.3200","0.0036","0.1348"
"0.3400","0.0041","0.1198"
"0.3600","0.0045","0.1559"
"0.3800","0.0049","0.1566"
"0.4000","0.0051","0.0886"
"0.4200","0.0055","0.1514"
"0.4400","0.0058","0.1726"
"0.4600","0.0062","0.2229"
"0.4800","0.0066","0.2321"
"0.5000","0.0071","0.2394"
"0.5200","0.0074","0.2961"
"0.5400","0.0077","0.2844"
"0.5600","0.0081","0.2812"
"0.5800","0.0085","0.2738"
"0.6000","0.0089","0.2149"
"0.6200","0.0094","0.2491"
"0.6400","0.0098","0.2993"
"0.6600","0.0102","0.2961"
"0.6800","0.0104","0.2732"
"0.7000","0.0107","0.3412"
"0.7200","0.0109","0.3211"
"0.7400","0.0112","0.3724"
"0.7600","0.0115","0.4805"
"0.7800","0.0119","0.4311"
"0.8000","0.0123","0.2714"
"0.8200","0.0127","0.2679"
"0.8400","0.0130","0.3622"
"0.8600","0.0132","0.4987"
"0.8800","0.0135","0.4805"
"0.9000","0.0137","0.4908"
"0.9200","0.0140","0.4410"
"0.9400","0.0144","0.4269"
"0.9600","0.0148","0.4552"
"0.9800","0.0153","0.5026"
"1.0000","0.0157","0.4730"
"1.0200","0.0160","0.4809"
"1.0400","0.0163","0.5701"
"1.0600","0.0165","0.4991"
"1.0800","0.0167","0.4196"
"1.1000","0.0170","0.4900"
"1.1200","0.0174","0.5286"
"1.1400","0.0177","0.6230"
"1.1600","0.0181","0.5728"
"1.1800","0.0185","0.5951"
"1.2000","0.0188","0.6541"
"1.2200","0.0191","0.6364"
"1.2400","0.0195","0.6466"
"1.2600","0.0198","0.6783"
"1.2800","0.0202","0.5911"
"1.3000","0.0206","0.6084"
"1.3200","0.0210","0.6135"
"1.3400","0.0213","0.5922"
"1.3600","0.0216","0.5883"
"1.3800","0.0219","0.7048"
"1.4000","0.0221","0.7096"
"1.4200","0.0224","0.6721"
"1.4400","0.0227","0.7415"
"1.4600","0.0231","0.7064"
"1.4800","0.0235","0.6991"
"1.5000","0.0239","0.6761"
"1.5200","0.0242","0.6746"
"1.5400","0.0245","0.6995"
"1.5600","0.0248","0.7773"
"1.5800","0.0250","0.7324"
"1.6000","0.0253","0.7146"
"1.6200","0.0257","0.7797"
"1.6400","0.0261","0.7902"
"1.6600","0.0265","0.7501"
"1.6800","0.0270","0.7892"
"1.7000","0.0274","0.7630"
"1.7200","0.0277","0.8790"
"1.7400","0.0279","0.8039"
"1.7600","0.0281","0.7657"
"1.7800","0.0284","0.7163"
"1.8000","0.0287","0.7743"
"1.8200","0.0290","0.7938"
"1.8400","0.0294","0.8193"
"1.8600","0.0298","0.8662"
"1.8800","0.0302","0.8501"
"1.9000","0.0305","0.8428"
"1.9200","0.0308","0.9280"
"1.9400","0.0311","0.8831"
"1.9600","0.0315","0.8208"
"1.9800","0.0319","0.8607"
"2.0000","0.0323","0.9072"
"2.0200","0.0327","1.0055"
"2.0400","0.0330","1.0109"
"2.0600","0.0333","0.9503"
"2.0800","0.0335","0.9321"
"2.1000","0.0338","0.9109"
"2.1200","0.0340","0.8995"
"2.1400","0.0344","0.9703"
"2.1600","0.0348","1.0050"
"2.1800","0.0352","0.9755"
"2.2000","0.0355","0.9767"
"2.2200","0.0359","1.0816"
"2.2400","0.0362","1.0647"
"2.2600","0.0364","1.0404"
"2.2800","0.0367","1.0759"
"2.3000","0.0370","1.0907"
"2.3200","0.0374","1.1223"
"2.3400","0.0378","1.1201"
"2.3600","0.0383","1.1340"
"2.3800","0.0387","1.0591"
"2.4000","0.0390","1.0723"
"2.4200","0.0392","1.1115"
"2.4400","0.0395","1.1306"
"2.4600","0.0397","1.1272"
"2.4800","0.0400","1.1189"
