Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0204"
"0.0200","0.0000","0.0073"
"0.0400","0.0000","-0.1119"
"0.0600","0.0001","-0.0616"
"0.0800","0.0003","0.0474"
"0.1000","0.0005","0.0754"
"0.1200","0.0005","0.0682"
"0.1400","0.0006","0.0640"
"0.1600","0.0007","0.0772"
"0.1800","0.0010","0.0604"
"0.2000","0.0013","0.0409"
"0.2200","0.0018","0.1419"
"0.2400","0.0022","0.1592"
"0.2600","0.0026","0.1361"
"0.2800","0.0031","0.0530"
"0.3000","0.0036","0.1667"
"0.3200","0.0040","0.2371"
"0.3400","0.0043","0.2840"
"0.3600","0.0046","0.2482"
"0.3800","0.0049","0.2515"
"0.4000","0.0052","0.2432"
"0.4200","0.0056","0.1981"
"0.4400","0.0060","0.1668"
"0.4600","0.0065","0.1891"
"0.4800","0.0068","0.1614"
"0.5000","0.0072","0.1558"
"0.5200","0.0075","0.1461"
"0.5400","0.0078","0.1672"
"0.5600","0.0081","0.2215"
"0.5800","0.0085","0.1802"
"0.6000","0.0090","0.1695"
"0.6200","0.0095","0.2667"
"0.6400","0.0099","0.2995"
"0.6600","0.0102","0.2819"
"0.6800","0.0104","0.3002"
"0.7000","0.0106","0.3402"
"0.7200","0.0109","0.3402"
"0.7400","0.0112","0.3472"
"0.7600","0.0116","0.3868"
"0.7800","0.0119","0.4480"
"0.8000","0.0123","0.5628"
"0.8200","0.0127","0.5761"
"0.8400","0.0130","0.6300"
"0.8600","0.0133","0.6214"
"0.8800","0.0136","0.6329"
"0.9000","0.0139","0.7604"
"0.9200","0.0143","0.7882"
"0.9400","0.0147","0.7623"
"0.9600","0.0151","0.8874"
"0.9800","0.0154","0.9600"
"1.0000","0.0157","0.9992"
"1.0200","0.0159","0.9755"
"1.0400","0.0162","1.0166"
"1.0600","0.0164","1.0375"
"1.0800","0.0167","1.0265"
"1.1000","0.0170","1.0654"
"1.1200","0.0174","1.1570"
"1.1400","0.0178","1.2216"
"1.1600","0.0181","1.1934"
"1.1800","0.0184","1.2060"
"1.2000","0.0187","1.2016"
"1.2200","0.0190","1.0928"
"1.2400","0.0193","1.1788"
"1.2600","0.0196","1.2140"
"1.2800","0.0200","1.2656"
"1.3000","0.0205","1.2307"
"1.3200","0.0210","1.2621"
"1.3400","0.0214","1.3142"
"1.3600","0.0217","1.3928"
"1.3800","0.0220","1.3801"
"1.4000","0.0222","1.3866"
"1.4200","0.0225","1.3680"
"1.4400","0.0229","1.3912"
"1.4600","0.0232","1.4240"
"1.4800","0.0237","1.5334"
"1.5000","0.0241","1.5343"
"1.5200","0.0244","1.5176"
"1.5400","0.0247","1.5397"
"1.5600","0.0250","1.5595"
"1.5800","0.0254","1.5230"
"1.6000","0.0258","1.5140"
"1.6200","0.0262","1.5778"
"1.6400","0.0266","1.4995"
"1.6600","0.0269","1.4656"
"1.6800","0.0272","1.5669"
"1.7000","0.0274","1.5523"
"1.7200","0.0277","1.5034"
"1.7400","0.0279","1.4904"
"1.7600","0.0282","1.5138"
"1.7800","0.0286","1.5578"
"1.8000","0.0289","1.5443"
"1.8200","0.0293","1.5757"
"1.8400","0.0297","1.6556"
"1.8600","0.0300","1.6666"
"1.8800","0.0302","1.6021"
"1.9000","0.0305","1.5786"
"1.9200","0.0307","1.5912"
"1.9400","0.0311","1.6173"
"1.9600","0.0314","1.5652"
"1.9800","0.0319","1.6725"
"2.0000","0.0323","1.6599"
"2.0200","0.0327","1.6109"
"2.0400","0.0331","1.6149"
"2.0600","0.0333","1.6485"
"2.0800","0.0335","1.6697"
"2.1000","0.0338","1.6942"
"2.1200","0.0341","1.7260"
"2.1400","0.0344","1.8199"
"2.1600","0.0348","1.8107"
"2.1800","0.0352","1.8074"
"2.2000","0.0356","1.8662"
"2.2200","0.0359","1.8758"
"2.2400","0.0363","1.8128"
"2.2600","0.0366","1.8025"
"2.2800","0.0369","1.8807"
"2.3000","0.0373","1.8580"
"2.3200","0.0378","1.8671"
"2.3400","0.0382","1.9206"
"2.3600","0.0385","1.8625"
"2.3800","0.0388","1.9442"
"2.4000","0.0390","1.9553"
"2.4200","0.0393","2.0013"
"2.4400","0.0395","1.9845"
"2.4600","0.0399","1.9453"
"2.4800","0.0402","1.9149"
"2.5000","0.0406","1.9336"
"2.5200","0.0410","2.0275"
"2.5400","0.0414","2.0716"
"2.5600","0.0417","2.0364"
"2.5800","0.0419","2.0055"
"2.6000","0.0422","1.9937"
"2.6200","0.0425","1.9328"
"2.6400","0.0428","1.8997"
"2.6600","0.0433","1.9997"
"2.6800","0.0437","2.0439"
"2.7000","0.0441","1.9349"
"2.7200","0.0445","2.0043"
"2.7400","0.0448","2.0020"
"2.7600","0.0450","1.9276"
"2.7800","0.0452","1.9544"
"2.8000","0.0455","2.0202"
"2.8200","0.0458","2.0658"
"2.8400","0.0462","2.0479"
"2.8600","0.0465","2.0514"
"2.8800","0.0469","2.1057"
"2.9000","0.0472","2.1696"
"2.9200","0.0475","2.2522"
"2.9400","0.0478","2.2417"
"2.9600","0.0482","2.1039"
"2.9800","0.0485","2.0489"
"3.0000","0.0489","2.1238"
"3.0200","0.0494","2.1844"
"3.0400","0.0497","2.2103"
"3.0600","0.0500","2.1992"
"3.0800","0.0503","2.1970"
"3.1000","0.0506","2.1458"
"3.1200","0.0508","2.1679"
"3.1400","0.0511","2.2407"
"3.1600","0.0515","2.3010"
"3.1800","0.0519","2.2876"
"3.2000","0.0523","2.2803"
"3.2200","0.0527","2.2546"
"3.2400","0.0531","2.1975"
"3.2600","0.0533","2.1787"
"3.2800","0.0536","2.2152"
"3.3000","0.0539","2.2802"
"3.3200","0.0543","2.3250"
"3.3400","0.0547","2.3024"
"3.3600","0.0551","2.3805"
"3.3800","0.0556","2.3600"
"3.4000","0.0560","2.3559"
"3.4200","0.0562","2.3887"
"3.4400","0.0564","2.3969"
"3.4600","0.0567","2.4332"
"3.4800","0.0569","2.4586"
"3.5000","0.0572","2.4801"
"3.5200","0.0576","2.3921"
"3.5400","0.0580","2.3731"
"3.5600","0.0583","2.4371"
"3.5800","0.0587","2.4224"
"3.6000","0.0590","2.4265"
"3.6200","0.0593","2.4251"
